Ulasan,Rate,Label,case_folding,token,Normalisasi,Stopwords,Stemmer
"Sangat baik, saya ada beberapa pertanyaan dan admin adminnya sangat ramah dan giat menjawab sehingga pembelian terasa se aman pembelian offline seperti biasanya 👍👍",5.0,positif,sangat baik  saya ada beberapa pertanyaan dan admin adminnya sangat ramah dan giat menjawab sehingga pembelian terasa se aman pembelian offline seperti biasanya   ,"['sangat', 'baik', 'saya', 'ada', 'beberapa', 'pertanyaan', 'dan', 'admin', 'adminnya', 'sangat', 'ramah', 'dan', 'giat', 'menjawab', 'sehingga', 'pembelian', 'terasa', 'se', 'aman', 'pembelian', 'offline', 'seperti', 'biasanya']","['sangat', 'baik', 'saya', 'ada', 'beberapa', 'pertanyaan', 'dan', 'admin', 'adminnya', 'sangat', 'ramah', 'dan', 'giat', 'menjawab', 'sehingga', 'pembelian', 'terasa', 'se', 'aman', 'pembelian', 'offline', 'seperti', 'biasanya']","['admin', 'adminnya', 'ramah', 'giat', 'pembelian', 'aman', 'pembelian', 'offline']","['admin', 'adminnya', 'ramah', 'giat', 'beli', 'aman', 'beli', 'offline']"
"mendarat mulus sampai ditangan, thx seller and id express",5.0,positif,mendarat mulus sampai ditangan  thx seller and id express,"['mendarat', 'mulus', 'sampai', 'ditangan', 'thx', 'seller', 'and', 'id', 'express']","['mendarat', 'mulus', 'sampai', 'di tangan', 'terima kasih', 'seller', 'and', 'id', 'express']","['mendarat', 'mulus', 'di tangan', 'terima kasih', 'seller', 'id', 'express']","['darat', 'mulus', 'di tangan', 'terima kasih', 'seller', 'id', 'express']"
"Barang masih tersegel dengan baik, packing dan pengiriman sangat cepat.",5.0,positif,barang masih tersegel dengan baik  packing dan pengiriman sangat cepat ,"['barang', 'masih', 'tersegel', 'dengan', 'baik', 'packing', 'dan', 'pengiriman', 'sangat', 'cepat']","['barang', 'masih', 'tersegel', 'dengan', 'baik', 'packing', 'dan', 'pengiriman', 'sangat', 'cepat']","['barang', 'tersegel', 'packing', 'pengiriman', 'cepat']","['barang', 'segel', 'packing', 'kirim', 'cepat']"
"jgn pkai id express , ngirimnya lma beth sampainya",2.0,negatif,jgn pkai id express   ngirimnya lma beth sampainya,"['jgn', 'pkai', 'id', 'express', 'ngirimnya', 'lma', 'beth', 'sampainya']","['jangan', 'pakai', 'id', 'express', 'ngirimnya', 'lama', 'beth', 'sampainya']","['pakai', 'id', 'express', 'ngirimnya', 'sampainya']","['pakai', 'id', 'express', 'ngirimnya', 'sampai']"
respon cepat packing rapi,5.0,positif,respon cepat packing rapi,"['respon', 'cepat', 'packing', 'rapi']","['respon', 'cepat', 'packing', 'rapi']","['respon', 'cepat', 'packing', 'rapi']","['respon', 'cepat', 'packing', 'rapi']"
"Hp nya mendarat dgn selamat , ori dan garan",5.0,positif,hp nya mendarat dgn selamat   ori dan garan,"['hp', 'nya', 'mendarat', 'dgn', 'selamat', 'ori', 'dan', 'garan']","['hp', 'nya', 'mendarat', 'dengan', 'selamat', 'ori', 'dan', 'garansi']","['hp', 'mendarat', 'selamat', 'ori', 'garansi']","['hp', 'darat', 'selamat', 'ori', 'garansi']"
"barang masih disegel.,kulaitasbagudd",5.0,positif,barang masih disegel  kulaitasbagudd,"['barang', 'masih', 'disegel', 'kulaitasbagudd']","['barang', 'masih', 'disegel', ' kualitas bagus']","['barang', 'disegel', ' kualitas bagus']","['barang', 'segel', 'kualitas bagus']"
"Barang masih segel, garansi resmi indoneia",5.0,positif,barang masih segel  garansi resmi indoneia,"['barang', 'masih', 'segel', 'garansi', 'resmi', 'indoneia']","['barang', 'masih', 'segel', 'garansi', 'resmi', 'indonesia']","['barang', 'segel', 'garansi', 'resmi', 'indonesia']","['barang', 'segel', 'garansi', 'resmi', 'indonesia']"
mantap cuuyyy. barang original. berfungsi dengan baik. mulus. kebetulan dapat potongan harga juga. spek hp dahsyat. kamera bening. packing super aman dengan bubble wrap y... Selengkapnya,5.0,positif,mantap cuuyyy  barang original  berfungsi dengan baik  mulus  kebetulan dapat potongan harga juga  spek hp dahsyat  kamera bening  packing super aman dengan bubble wrap y    selengkapnya,"['mantap', 'cuuyyy', 'barang', 'original', 'berfungsi', 'dengan', 'baik', 'mulus', 'kebetulan', 'dapat', 'potongan', 'harga', 'juga', 'spek', 'hp', 'dahsyat', 'kamera', 'bening', 'packing', 'super', 'aman', 'dengan', 'bubble', 'wrap', 'y', 'selengkapnya']","['mantap', 'cuuyyy', 'barang', 'original', 'berfungsi', 'dengan', 'baik', 'mulus', 'kebetulan', 'dapat', 'potongan', 'harga', 'juga', 'spek', 'hp', 'dahsyat', 'kamera', 'bening', 'packing', 'super', 'aman', 'dengan', 'bubble', 'wrap', 'ya', 'selengkapnya']","['mantap', 'barang', 'original', 'berfungsi', 'mulus', 'potongan', 'harga', 'spek', 'hp', 'dahsyat', 'kamera', 'bening', 'packing', 'super', 'aman', 'bubble', 'wrap', 'selengkapnya']","['mantap', 'barang', 'original', 'fungsi', 'mulus', 'potong', 'harga', 'spek', 'hp', 'dahsyat', 'kamera', 'bening', 'packing', 'super', 'aman', 'bubble', 'wrap', 'lengkap']"
"HP Android ini memiliki performa yang sangat cepat dan responsif. Dengan RAM 8GB dan penyimpanan 128GB, multitasking menjadi sangat lancar dan memiliki ruang penyimpanan... Selengkapnya",5.0,positif,hp android ini memiliki performa yang sangat cepat dan responsif  dengan ram  gb dan penyimpanan  gb  multitasking menjadi sangat lancar dan memiliki ruang penyimpanan    selengkapnya,"['hp', 'android', 'ini', 'memiliki', 'performa', 'yang', 'sangat', 'cepat', 'dan', 'responsif', 'dengan', 'ram', 'gb', 'dan', 'penyimpanan', 'gb', 'multitasking', 'menjadi', 'sangat', 'lancar', 'dan', 'memiliki', 'ruang', 'penyimpanan', 'selengkapnya']","['hp', 'android', 'ini', 'memiliki', 'performa', 'yang', 'sangat', 'cepat', 'dan', 'responsif', 'dengan', 'ram', 'gb', 'dan', 'penyimpanan', 'gb', 'multitasking', 'menjadi', 'sangat', 'lancar', 'dan', 'memiliki', 'ruang', 'penyimpanan', 'selengkapnya']","['hp', 'android', 'memiliki', 'performa', 'cepat', 'responsif', 'ram', 'gb', 'penyimpanan', 'gb', 'multitasking', 'lancar', 'memiliki', 'ruang', 'penyimpanan', 'selengkapnya']","['hp', 'android', 'milik', 'performa', 'cepat', 'responsif', 'ram', 'gb', 'simpan', 'gb', 'multitasking', 'lancar', 'milik', 'ruang', 'simpan', 'lengkap']"
"esuai deskripsi, respon cepat dan semoga awet",5.0,positif,esuai deskripsi  respon cepat dan semoga awet,"['esuai', 'deskripsi', 'respon', 'cepat', 'dan', 'semoga', 'awet']","['sesuai', 'deskripsi', 'respon', 'cepat', 'dan', 'semoga', 'awet']","['sesuai', 'deskripsi', 'respon', 'cepat', 'semoga', 'awet']","['sesuai', 'deskripsi', 'respon', 'cepat', 'moga', 'awet']"
sesuai kurir ramah,5.0,positif,sesuai kurir ramah,"['sesuai', 'kurir', 'ramah']","['sesuai', 'kurir', 'ramah']","['sesuai', 'kurir', 'ramah']","['sesuai', 'kurir', 'ramah']"
"Barang sampai dengan selamat. Siang pas flashsale pesen malamnya langsung dikirim pake kurir instan. Barangnya bagus dan diluar ekspektasi saya, selama pemakaian sampai s... Selengkapnya",5.0,positif,barang sampai dengan selamat  siang pas flashsale pesen malamnya langsung dikirim pake kurir instan  barangnya bagus dan diluar ekspektasi saya  selama pemakaian sampai s    selengkapnya,"['barang', 'sampai', 'dengan', 'selamat', 'siang', 'pas', 'flashsale', 'pesen', 'malamnya', 'langsung', 'dikirim', 'pake', 'kurir', 'instan', 'barangnya', 'bagus', 'dan', 'diluar', 'ekspektasi', 'saya', 'selama', 'pemakaian', 'sampai', 's', 'selengkapnya']","['barang', 'sampai', 'dengan', 'selamat', 'siang', 'pas', 'flashsale', 'pesan', 'malamnya', 'langsung', 'dikirim', 'pakai', 'kurir', 'instan', 'barangnya', 'bagus', 'dan', 'diluar', 'ekspektasi', 'saya', 'selama', 'pemakaian', 'sampai', 's', 'selengkapnya']","['barang', 'selamat', 'siang', 'pas', 'flashsale', 'pesan', 'malamnya', 'langsung', 'dikirim', 'pakai', 'kurir', 'instan', 'barangnya', 'bagus', 'diluar', 'ekspektasi', 'pemakaian', 'selengkapnya']","['barang', 'selamat', 'siang', 'pas', 'flashsale', 'pesan', 'malam', 'langsung', 'kirim', 'pakai', 'kurir', 'instan', 'barang', 'bagus', 'luar', 'ekspektasi', 'pakai', 'lengkap']"
barang okee pengiriman cpt,5.0,positif,barang okee pengiriman cpt,"['barang', 'okee', 'pengiriman', 'cpt']","['barang', 'okee', 'pengiriman', 'cepat']","['barang', 'pengiriman', 'cepat']","['barang', 'kirim', 'cepat']"
pesanan sudah di terima. packing sangat aman. tanpa tanya stock langsung dan di kirim di hari yg sama. makasih gan. sukses jualannya.,5.0,positif,pesanan sudah di terima  packing sangat aman  tanpa tanya stock langsung dan di kirim di hari yg sama  makasih gan  sukses jualannya ,"['pesanan', 'sudah', 'di', 'terima', 'packing', 'sangat', 'aman', 'tanpa', 'tanya', 'stock', 'langsung', 'dan', 'di', 'kirim', 'di', 'hari', 'yg', 'sama', 'makasih', 'gan', 'sukses', 'jualannya']","['pesanan', 'sudah', 'di', 'terima', 'packing', 'sangat', 'aman', 'tanpa', 'tanya', 'stock', 'langsung', 'dan', 'di', 'kirim', 'di', 'hari', 'yang', 'sama', 'terima kasih', 'gan', 'sukses', 'jualannya']","['pesanan', 'terima', 'packing', 'aman', 'stock', 'langsung', 'kirim', 'terima kasih', 'sukses', 'jualannya']","['pesan', 'terima', 'packing', 'aman', 'stock', 'langsung', 'kirim', 'terima kasih', 'sukses', 'jual']"
"Alhamdulillah barang sampai dengan aman, tidak ada lecet ataupun penyok, kondisi kardus masih sangat rapih, hp juga berfungsi dengan sangat baik,, semoga awet dan tidak a... Selengkapnya",5.0,positif,alhamdulillah barang sampai dengan aman  tidak ada lecet ataupun penyok  kondisi kardus masih sangat rapih  hp juga berfungsi dengan sangat baik   semoga awet dan tidak a    selengkapnya,"['alhamdulillah', 'barang', 'sampai', 'dengan', 'aman', 'tidak', 'ada', 'lecet', 'ataupun', 'penyok', 'kondisi', 'kardus', 'masih', 'sangat', 'rapih', 'hp', 'juga', 'berfungsi', 'dengan', 'sangat', 'baik', 'semoga', 'awet', 'dan', 'tidak', 'a', 'selengkapnya']","['alhamdulillah', 'barang', 'sampai', 'dengan', 'aman', 'tidak', 'ada', 'lecet', 'ataupun', 'penyok', 'kondisi', 'kardus', 'masih', 'sangat', 'rapih', 'hp', 'juga', 'berfungsi', 'dengan', 'sangat', 'baik', 'semoga', 'awet', 'dan', 'tidak', 'a', 'selengkapnya']","['alhamdulillah', 'barang', 'aman', 'lecet', 'penyok', 'kondisi', 'kardus', 'rapih', 'hp', 'berfungsi', 'semoga', 'awet', 'a', 'selengkapnya']","['alhamdulillah', 'barang', 'aman', 'lecet', 'penyok', 'kondisi', 'kardus', 'rapih', 'hp', 'fungsi', 'moga', 'awet', 'a', 'lengkap']"
bagus sekali,5.0,positif,bagus sekali,"['bagus', 'sekali']","['bagus', 'sekali']",['bagus'],['bagus']
"bagus ,segel aman lancar jaya semoga awet",5.0,positif,bagus  segel aman lancar jaya semoga awet,"['bagus', 'segel', 'aman', 'lancar', 'jaya', 'semoga', 'awet']","['bagus', 'segel', 'aman', 'lancar', 'jaya', 'semoga', 'awet']","['bagus', 'segel', 'aman', 'lancar', 'jaya', 'semoga', 'awet']","['bagus', 'segel', 'aman', 'lancar', 'jaya', 'moga', 'awet']"
"mantap sesuai pesanan, pengiriman cepat",5.0,positif,mantap sesuai pesanan  pengiriman cepat,"['mantap', 'sesuai', 'pesanan', 'pengiriman', 'cepat']","['mantap', 'sesuai', 'pesanan', 'pengiriman', 'cepat']","['mantap', 'sesuai', 'pesanan', 'pengiriman', 'cepat']","['mantap', 'sesuai', 'pesan', 'kirim', 'cepat']"
"Alhamdulillah paket sudah datang kak🥰 paket mendarat dengan selamat dan tidak ada lecet sama sekali , barang mulusss dan pas dipake juga lancar powl😁",5.0,positif,alhamdulillah paket sudah datang kak  paket mendarat dengan selamat dan tidak ada lecet sama sekali   barang mulusss dan pas dipake juga lancar powl ,"['alhamdulillah', 'paket', 'sudah', 'datang', 'kak', 'paket', 'mendarat', 'dengan', 'selamat', 'dan', 'tidak', 'ada', 'lecet', 'sama', 'sekali', 'barang', 'mulusss', 'dan', 'pas', 'dipake', 'juga', 'lancar', 'powl']","['alhamdulillah', 'paket', 'sudah', 'datang', 'kak', 'paket', 'mendarat', 'dengan', 'selamat', 'dan', 'tidak', 'ada', 'lecet', 'sama', 'sekali', 'barang', 'mulusss', 'dan', 'pas', 'dipake', 'juga', 'lancar', 'pol']","['alhamdulillah', 'paket', 'kak', 'paket', 'mendarat', 'selamat', 'lecet', 'barang', 'mulusss', 'pas', 'dipake', 'lancar', 'pol']","['alhamdulillah', 'paket', 'kak', 'paket', 'darat', 'selamat', 'lecet', 'barang', 'mulusss', 'pas', 'dipake', 'lancar', 'pol']"
sayang banget pengiriman agak lambat,5.0,positif,sayang banget pengiriman agak lambat,"['sayang', 'banget', 'pengiriman', 'agak', 'lambat']","['sayang', 'banget', 'pengiriman', 'agak', 'lambat']","['sayang', 'banget', 'pengiriman', 'lambat']","['sayang', 'banget', 'kirim', 'lambat']"
"Barang original, kemasan aman dan pengiriman cepat",5.0,positif,barang original  kemasan aman dan pengiriman cepat,"['barang', 'original', 'kemasan', 'aman', 'dan', 'pengiriman', 'cepat']","['barang', 'original', 'kemasan', 'aman', 'dan', 'pengiriman', 'cepat']","['barang', 'original', 'kemasan', 'aman', 'pengiriman', 'cepat']","['barang', 'original', 'kemas', 'aman', 'kirim', 'cepat']"
Alhamdulillah sesuai order yang kesikian kalinya disini aman amanah,5.0,positif,alhamdulillah sesuai order yang kesikian kalinya disini aman amanah,"['alhamdulillah', 'sesuai', 'order', 'yang', 'kesikian', 'kalinya', 'disini', 'aman', 'amanah']","['alhamdulillah', 'sesuai', 'order', 'yang', 'kesekian', 'kalinya', 'disini', 'aman', 'amanah']","['alhamdulillah', 'sesuai', 'order', 'kesekian', 'kalinya', 'aman', 'amanah']","['alhamdulillah', 'sesuai', 'order', 'sekian', 'kali', 'aman', 'amanah']"
Toko recomended,5.0,positif,toko recomended,"['toko', 'recomended']","['toko', 'recomended']","['toko', 'recomended']","['toko', 'recomended']"
fitur keren desainya jga keren,5.0,positif,fitur keren desainya jga keren,"['fitur', 'keren', 'desainya', 'jga', 'keren']","['fitur', 'keren', 'desainnya', 'juga', 'keren']","['fitur', 'keren', 'desainnya', 'keren']","['fitur', 'keren', 'desain', 'keren']"
keren banget,5.0,positif,keren banget,"['keren', 'banget']","['keren', 'banget']","['keren', 'banget']","['keren', 'banget']"
top poll,5.0,positif,top poll,"['top', 'poll']","['top', 'pol']","['top', 'pol']","['top', 'pol']"
sampai dengan rapi,4.0,positif,sampai dengan rapi,"['sampai', 'dengan', 'rapi']","['sampai', 'dengan', 'rapi']",['rapi'],['rapi']
"Alhamdulillah pkt sdh sy terima dalam keadaan baik, dan berfungsi sesuai deskrifsi barang baru dan masih tersegel, original, garansi resmi oppo, packing aman pengiriman sesuai tgl estimasi, seller past respon pokoknya gk nyesal dech beli disini. tokopedia MANTAP.",5.0,positif,alhamdulillah pkt sdh sy terima dalam keadaan baik  dan berfungsi sesuai deskrifsi barang baru dan masih tersegel  original  garansi resmi oppo  packing aman pengiriman sesuai tgl estimasi  seller past respon pokoknya gk nyesal dech beli disini  tokopedia mantap ,"['alhamdulillah', 'pkt', 'sdh', 'sy', 'terima', 'dalam', 'keadaan', 'baik', 'dan', 'berfungsi', 'sesuai', 'deskrifsi', 'barang', 'baru', 'dan', 'masih', 'tersegel', 'original', 'garansi', 'resmi', 'oppo', 'packing', 'aman', 'pengiriman', 'sesuai', 'tgl', 'estimasi', 'seller', 'past', 'respon', 'pokoknya', 'gk', 'nyesal', 'dech', 'beli', 'disini', 'tokopedia', 'mantap']","['alhamdulillah', 'paket', 'sudah', 'saya', 'terima', 'dalam', 'keadaan', 'baik', 'dan', 'berfungsi', 'sesuai', 'deskripsi', 'barang', 'baru', 'dan', 'masih', 'tersegel', 'original', 'garansi', 'resmi', 'oppo', 'packing', 'aman', 'pengiriman', 'sesuai', 'tanggal', 'estimasi', 'seller', 'past', 'respon', 'pokoknya', 'tidak', 'nyesal', 'dech', 'beli', 'disini', 'tokopedia', 'mantap']","['alhamdulillah', 'paket', 'terima', 'berfungsi', 'sesuai', 'deskripsi', 'barang', 'tersegel', 'original', 'garansi', 'resmi', 'oppo', 'packing', 'aman', 'pengiriman', 'sesuai', 'tanggal', 'estimasi', 'seller', 'past', 'respon', 'pokoknya', 'nyesal', 'beli', 'tokopedia', 'mantap']","['alhamdulillah', 'paket', 'terima', 'fungsi', 'sesuai', 'deskripsi', 'barang', 'segel', 'original', 'garansi', 'resmi', 'oppo', 'packing', 'aman', 'kirim', 'sesuai', 'tanggal', 'estimasi', 'seller', 'past', 'respon', 'pokok', 'nyesal', 'beli', 'tokopedia', 'mantap']"
udah langanan di oppo official barang pasti ori dan datang dalam keadaan segel box dan fitur ungulan dual speker stereo dan keaslian udah di cek imei sesuai dan saran saya klo bisa harga di turunin karna toko lain pada lebih murah cuman kualitas mase meragukan 馃檹 mending di official walau harga normal tapi kualitas dan keaslian terjamin 馃憤馃,5.0,positif,udah langanan di oppo official barang pasti ori dan datang dalam keadaan segel box dan fitur ungulan dual speker stereo dan keaslian udah di cek imei sesuai dan saran saya klo bisa harga di turunin karna toko lain pada lebih murah cuman kualitas mase meragukan    mending di official walau harga normal tapi kualitas dan keaslian terjamin     ,"['udah', 'langanan', 'di', 'oppo', 'official', 'barang', 'pasti', 'ori', 'dan', 'datang', 'dalam', 'keadaan', 'segel', 'box', 'dan', 'fitur', 'ungulan', 'dual', 'speker', 'stereo', 'dan', 'keaslian', 'udah', 'di', 'cek', 'imei', 'sesuai', 'dan', 'saran', 'saya', 'klo', 'bisa', 'harga', 'di', 'turunin', 'karna', 'toko', 'lain', 'pada', 'lebih', 'murah', 'cuman', 'kualitas', 'mase', 'meragukan', 'mending', 'di', 'official', 'walau', 'harga', 'normal', 'tapi', 'kualitas', 'dan', 'keaslian', 'terjamin']","['sudah', 'langganan', 'di', 'oppo', 'official', 'barang', 'pasti', 'ori', 'dan', 'datang', 'dalam', 'keadaan', 'segel', 'box', 'dan', 'fitur', 'unggulan', 'dual', 'speker', 'stereo', 'dan', 'keaslian', 'sudah', 'di', 'cek', 'imei', 'sesuai', 'dan', 'saran', 'saya', 'kalau', 'bisa', 'harga', 'di', 'turunin', 'karena', 'toko', 'lain', 'pada', 'lebih', 'murah', 'cuman', 'kualitas', 'mase', 'meragukan', 'mending', 'di', 'official', 'walau', 'harga', 'normal', 'tetapi', 'kualitas', 'dan', 'keaslian', 'terjamin']","['langganan', 'oppo', 'official', 'barang', 'ori', 'segel', 'box', 'fitur', 'unggulan', 'dual', 'speker', 'stereo', 'keaslian', 'cek', 'imei', 'sesuai', 'saran', 'harga', 'turunin', 'toko', 'murah', 'cuman', 'kualitas', 'meragukan', 'mending', 'official', 'harga', 'normal', 'kualitas', 'keaslian', 'terjamin']","['langgan', 'oppo', 'official', 'barang', 'ori', 'segel', 'box', 'fitur', 'unggul', 'dual', 'speker', 'stereo', 'asli', 'cek', 'imei', 'sesuai', 'saran', 'harga', 'turunin', 'toko', 'murah', 'cuman', 'kualitas', 'ragu', 'mending', 'official', 'harga', 'normal', 'kualitas', 'asli', 'jamin']"
"Alhamdulilah pembelian ke 2 kali. barang diterima dengan baik. semoga awet, tahan lama, lancar selalu seller",5.0,positif,alhamdulilah pembelian ke   kali  barang diterima dengan baik  semoga awet  tahan lama  lancar selalu seller,"['alhamdulilah', 'pembelian', 'ke', 'kali', 'barang', 'diterima', 'dengan', 'baik', 'semoga', 'awet', 'tahan', 'lama', 'lancar', 'selalu', 'seller']","['alhamdulilah', 'pembelian', 'ke', 'kali', 'barang', 'diterima', 'dengan', 'baik', 'semoga', 'awet', 'tahan', 'lama', 'lancar', 'selalu', 'seller']","['alhamdulilah', 'pembelian', 'kali', 'barang', 'diterima', 'semoga', 'awet', 'tahan', 'lancar', 'seller']","['alhamdulilah', 'beli', 'kali', 'barang', 'terima', 'moga', 'awet', 'tahan', 'lancar', 'seller']"
bagus banget desain belakangnya keren cakep. bersegel dan rapih origami nal garansi resmi,5.0,positif,bagus banget desain belakangnya keren cakep  bersegel dan rapih origami nal garansi resmi,"['bagus', 'banget', 'desain', 'belakangnya', 'keren', 'cakep', 'bersegel', 'dan', 'rapih', 'origami', 'nal', 'garansi', 'resmi']","['bagus', 'banget', 'desain', 'belakangnya', 'keren', 'cakep', 'bersegel', 'dan', 'rapih', 'origami', 'nal', 'garansi', 'resmi']","['bagus', 'banget', 'desain', 'belakangnya', 'keren', 'cakep', 'bersegel', 'rapih', 'origami', 'nal', 'garansi', 'resmi']","['bagus', 'banget', 'desain', 'belakang', 'keren', 'cakep', 'segel', 'rapih', 'origami', 'nal', 'garansi', 'resmi']"
"barang original dan segel, warna sesuai pesanan",5.0,positif,barang original dan segel  warna sesuai pesanan,"['barang', 'original', 'dan', 'segel', 'warna', 'sesuai', 'pesanan']","['barang', 'original', 'dan', 'segel', 'warna', 'sesuai', 'pesanan']","['barang', 'original', 'segel', 'warna', 'sesuai', 'pesanan']","['barang', 'original', 'segel', 'warna', 'sesuai', 'pesan']"
"Oppo A79 5G nya telah diterima saya suka spesifikasi nya semoga bermanfaat ya, pengiriman estimasinya. oke banget packing double bubble wrap terima kasih seller, kurir dan Tokopedia. Video Unboxing nya tidak dapat diupload nich karena durasi.",5.0,positif,oppo a   g nya telah diterima saya suka spesifikasi nya semoga bermanfaat ya  pengiriman estimasinya  oke banget packing double bubble wrap terima kasih seller  kurir dan tokopedia  video unboxing nya tidak dapat diupload nich karena durasi ,"['oppo', 'a', 'g', 'nya', 'telah', 'diterima', 'saya', 'suka', 'spesifikasi', 'nya', 'semoga', 'bermanfaat', 'ya', 'pengiriman', 'estimasinya', 'oke', 'banget', 'packing', 'double', 'bubble', 'wrap', 'terima', 'kasih', 'seller', 'kurir', 'dan', 'tokopedia', 'video', 'unboxing', 'nya', 'tidak', 'dapat', 'diupload', 'nich', 'karena', 'durasi']","['oppo', 'a', 'Tidak', 'nya', 'telah', 'diterima', 'saya', 'suka', 'spesifikasi', 'nya', 'semoga', 'bermanfaat', 'ya', 'pengiriman', 'estimasinya', 'oke', 'banget', 'packing', 'double', 'bubble', 'wrap', 'terima', 'kasih', 'seller', 'kurir', 'dan', 'tokopedia', 'video', 'unboxing', 'nya', 'tidak', 'dapat', 'diupload', 'nich', 'karena', 'durasi']","['oppo', 'a', 'Tidak', 'diterima', 'suka', 'spesifikasi', 'semoga', 'bermanfaat', 'pengiriman', 'estimasinya', 'banget', 'packing', 'double', 'bubble', 'wrap', 'terima', 'kasih', 'seller', 'kurir', 'tokopedia', 'video', 'unboxing', 'diupload', 'durasi']","['oppo', 'a', 'tidak', 'terima', 'suka', 'spesifikasi', 'moga', 'manfaat', 'kirim', 'estimasi', 'banget', 'packing', 'double', 'bubble', 'wrap', 'terima', 'kasih', 'seller', 'kurir', 'tokopedia', 'video', 'unboxing', 'diupload', 'durasi']"
